cluster_id	group
2	good
4	good
5	good
9	good
21	good
24	good
26	good
42	good
51	mua
52	good
57	mua
59	mua
60	good
66	good
82	good
84	good
88	mua
93	good
108	good
109	mua
117	noise
122	good
125	mua
128	good
140	good
147	good
153	mua
155	mua
156	noise
162	good
166	good
169	mua
171	mua
174	mua
178	mua
182	good
188	good
191	good
196	good
233	mua
239	mua
243	good
245	mua
246	mua
259	mua
261	good
279	mua
283	mua
287	mua
296	mua
298	mua
299	mua
307	mua
313	noise
320	noise
322	good
327	mua
333	mua
339	mua
343	mua
345	mua
355	mua
366	mua
384	noise
385	mua
386	noise
387	mua
397	noise
413	good
551	mua
852	good
854	mua
855	mua
857	mua
867	good
868	good
871	mua
874	mua
881	good
883	good
888	mua
903	good
904	good
906	noise
912	mua
915	good
918	mua
919	mua
920	good
921	mua
933	good
936	good
945	mua
947	mua
950	mua
957	mua
958	good
960	mua
967	good
969	mua
975	mua
978	good
979	mua
983	mua
984	mua
986	mua
987	mua
988	good
996	good
1000	good
1004	mua
1006	mua
1007	good
1012	good
1014	mua
1016	noise
1017	good
1018	mua
1019	good
1020	good
1022	mua
1023	mua
1024	mua
1025	mua
1038	good
1039	good
1041	mua
1042	mua
1044	mua
1045	good
1054	mua
1057	mua
1060	mua
1063	mua
1076	noise
1077	good
1078	noise
1080	mua
1081	mua
1083	good
1085	noise
1086	mua
1088	mua
1089	good
1098	mua
1099	noise
1102	mua
1110	mua
1112	good
1117	mua
1118	mua
1123	good
1125	good
1126	mua
1128	good
1129	mua
1132	noise
1142	mua
1145	good
1146	mua
1158	mua
1159	good
1163	good
1164	good
1166	mua
1171	mua
1172	good
1173	mua
1174	mua
1175	good
1176	mua
1178	mua
1179	mua
1181	mua
1183	mua
1184	good
1185	mua
1186	mua
1187	good
1188	good
1189	mua
1191	noise
1192	good
1193	mua
1194	mua
1195	mua
1196	good
1197	mua
1198	mua
1199	mua
