cluster_id	group
2	good
11	good
15	good
40	mua
41	noise
47	good
52	noise
65	noise
67	noise
78	mua
94	mua
141	mua
143	good
153	mua
186	good
244	mua
246	noise
247	mua
252	noise
279	mua
280	noise
315	noise
319	mua
324	mua
327	noise
336	noise
350	noise
384	mua
385	good
387	good
388	mua
389	mua
393	good
395	mua
397	good
400	good
402	mua
410	good
413	mua
422	mua
424	good
425	noise
426	mua
427	mua
440	good
441	mua
443	good
444	good
450	mua
453	good
458	mua
464	mua
470	good
472	mua
475	noise
480	mua
483	good
486	good
488	mua
515	good
517	mua
518	mua
523	mua
524	good
526	good
530	mua
531	mua
535	mua
537	good
539	mua
543	mua
548	noise
553	good
555	mua
556	mua
557	noise
566	noise
573	mua
578	mua
579	noise
582	good
583	mua
584	good
585	mua
586	good
588	mua
596	mua
597	noise
598	mua
599	mua
605	mua
609	good
611	good
612	mua
614	good
616	mua
622	mua
623	mua
624	mua
625	noise
628	mua
629	good
630	mua
631	good
632	mua
638	mua
639	good
640	noise
671	mua
676	good
679	mua
680	mua
701	mua
704	good
707	good
708	mua
710	mua
711	good
714	good
715	mua
721	mua
724	good
725	mua
728	good
730	mua
735	mua
737	mua
742	mua
746	mua
747	mua
758	mua
762	mua
768	mua
771	noise
775	mua
780	good
781	mua
782	good
783	mua
784	good
785	mua
793	noise
798	mua
799	good
801	good
802	mua
804	good
805	mua
814	good
815	mua
816	mua
818	mua
827	good
829	mua
