cluster_id	group
0	good
9	good
29	good
34	good
35	noise
41	good
45	good
46	mua
54	good
74	good
99	noise
102	good
107	good
150	noise
165	mua
168	noise
169	noise
174	mua
195	mua
197	good
208	noise
219	good
310	noise
317	noise
318	noise
319	noise
338	noise
357	mua
376	noise
381	noise
384	noise
385	good
386	mua
390	good
391	mua
392	mua
393	good
395	mua
397	mua
398	mua
399	mua
400	good
403	noise
404	mua
407	mua
408	good
415	noise
418	mua
419	good
422	mua
425	mua
431	mua
434	good
436	mua
439	mua
446	good
448	mua
459	good
466	mua
471	mua
480	good
481	mua
485	good
493	good
495	mua
496	mua
504	good
505	mua
506	mua
507	good
508	mua
513	mua
514	good
515	mua
516	good
542	good
543	mua
562	mua
565	mua
568	good
576	good
579	mua
580	noise
581	mua
582	noise
587	good
592	mua
595	mua
597	mua
603	good
604	good
606	mua
611	mua
613	good
614	mua
616	mua
618	mua
622	mua
624	good
626	mua
630	good
637	mua
638	mua
639	good
644	mua
649	mua
650	noise
658	noise
662	mua
663	good
668	good
670	mua
671	mua
672	good
679	mua
686	mua
687	noise
688	mua
711	good
713	noise
714	good
715	mua
719	noise
720	good
722	good
723	mua
724	noise
725	mua
726	noise
727	mua
738	mua
741	good
743	mua
744	good
745	mua
746	good
748	good
749	mua
750	good
752	mua
