cluster_id	group
9	good
15	good
17	mua
18	good
28	noise
31	good
35	mua
36	mua
53	mua
62	good
86	good
93	noise
101	good
110	mua
119	mua
125	mua
127	good
130	mua
133	noise
142	mua
144	mua
148	mua
151	noise
158	good
190	mua
200	mua
209	mua
214	mua
223	mua
234	mua
243	mua
256	mua
261	mua
264	mua
287	noise
299	good
303	good
306	mua
315	noise
320	noise
342	mua
346	mua
360	good
368	mua
375	mua
377	mua
387	mua
388	mua
394	mua
395	mua
398	mua
402	mua
404	good
405	mua
412	noise
415	good
423	mua
424	good
425	mua
427	mua
429	mua
430	good
431	mua
434	good
437	mua
438	good
440	mua
445	mua
448	mua
452	mua
454	mua
457	mua
464	good
465	good
476	mua
491	mua
495	mua
497	mua
501	good
504	good
518	good
519	mua
520	noise
521	good
522	mua
529	good
530	mua
534	mua
546	good
548	mua
549	mua
561	good
562	mua
563	good
564	mua
565	noise
570	mua
576	mua
581	mua
588	mua
589	good
591	mua
611	good
612	mua
631	mua
632	good
644	mua
650	good
654	good
656	mua
657	good
661	mua
663	mua
664	good
666	mua
670	mua
673	good
676	mua
692	good
694	mua
696	noise
701	good
702	mua
704	mua
722	mua
731	good
735	mua
739	mua
745	good
746	mua
747	mua
783	mua
791	noise
795	mua
824	mua
825	good
850	mua
865	good
872	good
873	mua
881	mua
888	mua
894	good
895	mua
898	mua
899	good
904	good
906	mua
915	good
917	mua
928	mua
932	good
934	mua
940	good
950	good
951	mua
952	good
954	mua
957	mua
961	good
963	good
967	mua
968	noise
