cluster_id	group
17	good
19	good
34	mua
42	good
53	good
90	good
109	good
115	good
120	good
125	good
156	mua
157	noise
161	good
173	mua
178	good
204	mua
207	noise
208	mua
211	noise
212	mua
268	mua
286	mua
303	mua
304	mua
324	mua
393	noise
397	mua
406	good
407	mua
408	good
411	good
421	mua
425	mua
427	mua
430	mua
431	good
435	good
436	mua
452	good
453	good
454	mua
455	good
459	mua
461	good
462	mua
463	mua
469	good
471	mua
478	mua
482	good
483	mua
485	good
487	good
491	mua
494	noise
497	mua
498	mua
502	mua
509	good
513	mua
515	good
516	mua
523	good
526	mua
528	mua
529	mua
530	mua
532	mua
546	noise
548	good
552	mua
557	noise
561	mua
567	good
568	good
570	mua
571	mua
573	mua
574	good
575	good
580	mua
581	good
582	good
586	noise
587	mua
594	noise
598	good
599	mua
600	good
607	noise
608	mua
613	good
617	good
618	mua
620	good
621	good
622	good
642	mua
644	noise
645	mua
646	good
647	good
650	mua
652	mua
654	good
655	good
656	mua
657	good
658	mua
667	good
674	mua
675	noise
698	good
701	mua
707	noise
709	good
710	good
719	mua
720	mua
724	noise
725	mua
735	noise
736	mua
739	good
742	mua
744	good
745	good
746	good
747	noise
751	good
752	good
773	good
774	noise
777	mua
779	mua
780	good
781	good
782	good
784	noise
786	mua
