cluster_id	group
18	good
23	mua
63	good
72	mua
84	noise
93	mua
127	noise
132	mua
135	mua
152	mua
155	good
169	noise
183	noise
209	mua
223	mua
232	noise
260	mua
276	mua
279	mua
280	noise
300	mua
316	noise
318	mua
328	noise
331	mua
338	noise
358	noise
368	mua
377	mua
385	mua
386	good
389	mua
390	mua
391	mua
392	noise
398	mua
399	good
400	mua
403	mua
404	noise
409	good
411	mua
414	noise
416	good
418	mua
419	mua
420	good
421	noise
425	good
428	mua
430	mua
431	good
436	noise
437	mua
440	good
442	mua
446	good
447	mua
448	mua
450	good
452	noise
453	mua
454	mua
458	good
460	mua
462	good
465	noise
467	good
468	good
469	mua
470	mua
472	mua
474	mua
475	good
478	good
479	mua
480	noise
481	mua
485	mua
486	good
488	noise
489	good
491	mua
500	noise
501	mua
502	mua
509	noise
511	good
513	mua
514	mua
522	good
523	mua
524	noise
525	mua
526	mua
527	mua
528	mua
530	good
531	mua
532	mua
533	good
534	good
535	mua
537	good
538	mua
539	mua
540	mua
542	mua
545	noise
546	good
547	mua
548	good
550	noise
551	mua
557	good
558	mua
565	mua
566	noise
569	good
571	mua
577	mua
582	noise
583	good
584	mua
585	noise
592	mua
599	noise
600	good
603	mua
607	mua
608	good
609	good
610	mua
615	good
616	noise
619	good
621	mua
626	good
627	mua
629	mua
630	good
631	good
637	mua
643	noise
646	good
648	noise
655	noise
656	mua
664	mua
665	good
669	mua
670	mua
675	mua
680	mua
682	mua
683	noise
688	mua
694	mua
700	mua
703	good
706	mua
708	mua
712	noise
713	good
716	mua
718	mua
720	good
721	mua
722	good
724	good
726	mua
727	good
730	mua
731	good
732	good
733	mua
735	mua
737	good
