cluster_id	group
9	mua
22	good
23	mua
24	mua
29	good
34	noise
55	mua
56	noise
80	good
87	mua
116	mua
133	mua
138	noise
159	mua
178	mua
185	good
196	mua
203	good
214	mua
215	noise
226	mua
228	good
238	mua
242	noise
253	noise
255	good
276	mua
295	noise
313	mua
339	mua
341	good
360	noise
375	noise
384	mua
385	good
386	mua
391	mua
394	mua
398	mua
399	mua
404	good
406	good
407	mua
409	good
410	mua
412	good
413	mua
414	mua
415	good
417	good
420	noise
421	mua
422	mua
423	mua
424	mua
426	good
430	mua
439	mua
440	noise
441	good
443	mua
445	mua
450	good
455	noise
462	mua
463	mua
464	good
468	good
470	mua
477	noise
481	mua
483	mua
486	good
487	mua
489	mua
490	good
491	good
497	good
503	mua
504	noise
505	mua
506	mua
507	good
508	mua
510	mua
513	mua
515	mua
516	good
517	good
518	mua
522	mua
525	good
527	good
528	noise
529	noise
530	mua
531	good
539	good
540	mua
541	mua
542	good
543	noise
552	noise
553	mua
554	noise
558	mua
566	mua
571	good
577	good
578	mua
589	mua
590	mua
592	good
593	mua
595	mua
599	good
600	good
603	good
606	good
612	mua
616	good
617	mua
621	good
622	mua
624	good
628	mua
631	mua
633	good
636	noise
641	mua
642	mua
644	mua
645	mua
646	mua
647	mua
652	mua
660	good
665	noise
666	good
668	mua
669	mua
670	good
671	mua
676	mua
677	good
678	mua
679	mua
681	noise
682	mua
683	good
