cluster_id	group
1	unsorted
2	unsorted
3	unsorted
4	unsorted
5	unsorted
6	unsorted
7	unsorted
13	unsorted
16	unsorted
17	good
20	unsorted
22	unsorted
23	unsorted
24	unsorted
28	mua
32	good
35	unsorted
36	mua
37	unsorted
38	good
40	unsorted
41	unsorted
42	unsorted
46	good
48	unsorted
50	unsorted
54	unsorted
55	unsorted
59	mua
60	good
61	good
63	unsorted
64	unsorted
67	unsorted
68	mua
69	unsorted
70	unsorted
76	unsorted
77	unsorted
82	unsorted
83	unsorted
85	unsorted
89	unsorted
91	unsorted
92	unsorted
97	unsorted
99	unsorted
100	unsorted
101	unsorted
103	good
106	unsorted
107	mua
108	good
110	unsorted
114	good
116	good
119	noise
125	noise
126	unsorted
137	unsorted
140	unsorted
141	unsorted
144	noise
145	unsorted
146	unsorted
147	unsorted
148	unsorted
153	unsorted
154	unsorted
155	unsorted
156	unsorted
157	unsorted
158	unsorted
160	unsorted
162	unsorted
165	unsorted
167	unsorted
170	unsorted
172	unsorted
173	unsorted
174	unsorted
180	unsorted
181	unsorted
182	mua
184	unsorted
185	noise
187	unsorted
191	unsorted
192	unsorted
193	unsorted
195	unsorted
196	unsorted
198	unsorted
204	unsorted
208	unsorted
209	unsorted
210	unsorted
211	unsorted
216	unsorted
217	unsorted
219	unsorted
221	mua
222	unsorted
223	unsorted
227	unsorted
228	good
233	unsorted
234	unsorted
236	unsorted
239	good
240	unsorted
243	unsorted
245	unsorted
246	unsorted
248	unsorted
249	unsorted
250	unsorted
251	unsorted
252	unsorted
255	unsorted
256	unsorted
257	unsorted
259	unsorted
260	unsorted
262	mua
265	unsorted
268	unsorted
271	unsorted
274	unsorted
277	unsorted
278	unsorted
279	unsorted
280	unsorted
283	unsorted
284	unsorted
285	mua
287	mua
288	unsorted
289	unsorted
290	unsorted
292	unsorted
294	unsorted
295	unsorted
296	unsorted
297	unsorted
299	unsorted
302	unsorted
303	noise
304	unsorted
305	good
306	unsorted
308	good
318	unsorted
319	unsorted
321	unsorted
322	unsorted
325	unsorted
326	unsorted
327	unsorted
329	unsorted
331	unsorted
333	unsorted
335	good
336	unsorted
339	unsorted
341	unsorted
343	unsorted
344	unsorted
345	noise
346	unsorted
349	unsorted
351	unsorted
355	unsorted
357	unsorted
358	unsorted
361	noise
362	unsorted
365	unsorted
366	unsorted
367	mua
372	unsorted
374	unsorted
375	unsorted
376	good
378	unsorted
379	unsorted
381	unsorted
387	noise
388	mua
389	noise
391	mua
392	good
402	noise
414	good
415	mua
420	noise
424	mua
428	good
430	mua
432	noise
433	good
435	mua
437	mua
438	good
439	mua
440	mua
448	good
449	good
458	good
467	noise
473	good
474	mua
476	mua
481	mua
484	mua
494	good
495	mua
498	mua
499	good
515	good
521	mua
522	mua
523	good
525	mua
527	noise
528	good
529	good
531	mua
532	good
533	mua
540	mua
543	noise
547	good
556	good
558	mua
560	noise
561	mua
564	noise
568	mua
570	mua
571	good
574	noise
590	good
592	mua
593	mua
596	mua
600	mua
602	good
603	good
604	noise
605	noise
610	good
611	good
612	mua
619	good
621	mua
622	good
625	noise
630	mua
632	good
642	good
643	noise
645	good
648	good
650	mua
656	mua
657	unsorted
658	unsorted
660	unsorted
661	unsorted
664	unsorted
665	unsorted
666	unsorted
