cluster_id	group
0	good
3	good
5	good
8	good
12	good
31	mua
32	noise
33	mua
40	good
41	mua
45	good
55	good
56	good
59	mua
61	good
65	mua
71	mua
83	mua
85	noise
92	mua
106	mua
111	mua
127	mua
133	mua
135	mua
139	good
144	mua
146	noise
151	good
153	mua
163	mua
166	mua
168	mua
178	mua
179	noise
187	mua
194	noise
200	mua
203	mua
220	noise
221	mua
226	good
262	noise
263	noise
264	noise
266	mua
268	noise
271	noise
272	noise
288	noise
293	noise
318	mua
325	mua
334	noise
335	mua
339	noise
343	mua
344	noise
357	good
368	good
375	good
381	mua
384	noise
385	good
398	mua
414	good
416	good
421	mua
423	mua
426	mua
427	good
428	mua
429	mua
430	mua
435	mua
436	good
440	mua
444	good
445	mua
446	mua
449	mua
451	mua
454	mua
461	mua
477	mua
478	mua
482	mua
483	good
487	mua
489	mua
491	good
493	good
495	mua
496	noise
500	mua
501	good
508	mua
510	mua
511	noise
513	noise
514	mua
518	mua
519	mua
520	noise
525	good
526	mua
530	mua
532	mua
543	mua
544	good
548	mua
551	good
561	good
563	mua
565	mua
567	mua
568	good
570	good
576	noise
577	good
578	mua
580	mua
585	mua
587	noise
612	good
613	mua
614	mua
628	mua
631	mua
632	mua
634	mua
636	good
639	mua
640	mua
641	mua
642	mua
665	mua
666	mua
667	good
679	good
680	noise
681	good
689	good
693	mua
695	mua
697	noise
698	noise
699	mua
700	noise
701	mua
705	mua
706	good
711	good
712	noise
713	good
714	mua
715	noise
716	good
717	noise
718	noise
721	good
