cluster_id	group
24	good
42	mua
43	noise
51	good
60	mua
78	mua
85	good
109	good
122	good
125	mua
140	good
146	mua
150	good
179	mua
180	good
185	good
195	good
205	good
208	mua
220	mua
225	mua
257	mua
264	mua
267	noise
276	mua
278	mua
286	mua
288	noise
293	mua
315	mua
324	mua
330	mua
334	mua
336	mua
351	mua
355	good
361	mua
371	mua
375	noise
385	good
386	mua
387	noise
388	mua
395	mua
396	mua
397	mua
412	good
413	mua
414	good
431	good
434	mua
435	mua
436	mua
437	noise
438	mua
440	good
446	mua
447	good
449	mua
452	noise
456	noise
458	mua
461	mua
462	mua
463	good
464	mua
472	mua
473	good
474	mua
475	mua
484	good
488	mua
494	mua
497	good
499	mua
505	noise
506	good
508	good
512	mua
517	mua
525	good
527	mua
528	mua
533	good
534	mua
545	good
547	mua
548	mua
550	noise
551	mua
554	mua
555	good
556	mua
557	mua
558	noise
559	good
567	good
569	noise
570	mua
571	mua
574	good
575	mua
590	good
592	mua
593	mua
595	good
597	mua
599	mua
605	good
607	mua
610	good
612	good
616	mua
617	mua
619	mua
621	mua
623	good
710	good
711	mua
712	mua
713	noise
715	mua
716	mua
720	good
723	mua
724	good
731	mua
732	good
735	mua
737	mua
743	mua
745	mua
750	noise
757	good
759	mua
762	mua
763	mua
764	mua
765	good
766	mua
769	good
771	mua
773	mua
775	good
776	mua
781	good
783	mua
789	good
792	mua
793	good
794	mua
797	mua
798	mua
800	noise
801	good
810	mua
811	mua
815	good
817	good
819	mua
820	noise
823	good
824	mua
825	mua
827	mua
828	good
829	mua
831	mua
832	mua
