cluster_id	group
2	mua
8	noise
13	good
17	good
30	good
42	good
43	mua
44	mua
50	mua
52	good
53	good
75	mua
83	mua
88	noise
111	mua
126	noise
148	good
149	noise
167	mua
171	mua
191	mua
195	good
199	good
205	mua
212	noise
224	mua
232	mua
240	mua
245	noise
247	mua
259	mua
260	mua
263	good
299	mua
309	mua
310	mua
335	good
337	good
348	noise
363	mua
384	mua
386	noise
387	mua
392	good
399	mua
400	mua
401	mua
411	good
417	good
418	mua
420	mua
422	mua
423	good
429	good
434	mua
435	mua
439	good
442	noise
445	mua
446	mua
447	mua
459	good
465	good
467	mua
473	good
476	noise
479	good
481	mua
492	good
495	mua
496	good
497	mua
499	mua
502	mua
506	mua
511	good
516	mua
517	mua
543	mua
544	mua
547	good
548	good
549	good
554	good
556	mua
568	good
570	mua
574	mua
576	mua
577	mua
580	mua
582	mua
583	mua
584	good
585	mua
594	mua
600	mua
602	good
604	mua
608	mua
613	good
619	good
620	mua
632	mua
633	mua
663	noise
664	mua
665	noise
683	good
685	mua
688	good
690	mua
708	mua
709	mua
712	good
714	good
721	good
727	mua
735	mua
738	good
739	mua
743	mua
753	mua
757	mua
758	mua
759	good
760	mua
767	good
769	mua
770	good
771	mua
772	mua
775	mua
779	mua
780	mua
785	mua
789	mua
790	good
797	mua
799	mua
803	mua
804	good
805	mua
812	mua
813	good
815	mua
822	good
823	mua
825	mua
832	good
835	mua
839	good
840	mua
841	mua
846	mua
850	mua
851	good
853	mua
854	good
872	mua
876	mua
880	good
883	good
890	mua
893	mua
896	mua
899	mua
900	good
901	mua
907	good
909	mua
912	good
913	mua
914	mua
