cluster_id	group
4	good
56	good
67	mua
72	mua
76	good
109	mua
112	noise
117	mua
127	noise
142	mua
152	good
171	noise
186	mua
231	noise
234	mua
238	mua
239	good
245	noise
264	noise
268	noise
280	mua
293	noise
304	mua
316	good
319	mua
334	noise
351	mua
368	mua
384	good
385	mua
387	noise
388	good
395	noise
396	good
398	good
400	mua
403	good
408	mua
413	good
414	good
423	good
424	mua
428	noise
433	mua
434	mua
437	mua
438	good
439	mua
442	good
450	mua
462	good
463	good
466	good
468	mua
470	good
471	mua
472	good
478	mua
488	mua
492	mua
499	good
500	mua
504	good
505	mua
508	good
511	mua
514	mua
515	good
519	good
520	mua
522	noise
523	mua
524	mua
526	noise
532	mua
534	good
535	noise
536	good
537	good
539	mua
541	mua
542	good
543	noise
544	mua
545	mua
547	good
549	noise
550	good
553	mua
554	mua
555	mua
557	good
558	mua
560	good
561	mua
564	good
565	mua
566	good
568	mua
569	noise
574	good
576	mua
580	good
581	mua
582	good
583	mua
584	noise
585	good
586	good
587	mua
592	mua
603	mua
604	mua
610	mua
613	mua
616	mua
626	good
627	mua
632	noise
637	mua
639	mua
652	noise
656	mua
657	mua
664	good
665	noise
666	mua
673	good
674	mua
675	noise
676	good
677	good
678	mua
680	mua
691	good
694	mua
695	mua
697	mua
698	mua
721	noise
725	mua
726	mua
729	mua
730	noise
731	mua
740	mua
745	mua
755	mua
756	mua
757	good
759	mua
760	good
770	good
771	mua
772	good
773	mua
782	noise
786	good
789	good
791	mua
795	good
797	mua
808	good
809	mua
