cluster_id	group
11	good
18	mua
26	good
32	noise
48	mua
56	good
61	mua
78	mua
94	mua
100	noise
117	mua
131	good
152	mua
166	good
170	mua
176	mua
197	mua
199	noise
211	good
220	mua
229	noise
241	mua
256	good
261	noise
281	mua
290	noise
304	noise
308	noise
315	mua
319	mua
320	mua
321	good
353	noise
354	noise
377	mua
388	mua
389	noise
391	mua
392	noise
402	noise
407	mua
410	mua
411	noise
412	mua
415	mua
416	noise
417	mua
423	good
426	mua
428	noise
429	mua
433	mua
436	good
437	noise
438	noise
452	good
454	good
456	mua
457	mua
459	mua
460	mua
461	noise
467	mua
468	good
474	mua
476	good
478	mua
479	good
496	noise
497	good
498	good
502	mua
504	noise
510	mua
511	mua
515	mua
518	good
520	noise
521	good
523	noise
534	mua
537	mua
540	mua
543	mua
548	mua
551	good
552	mua
556	good
558	mua
561	noise
562	mua
563	mua
566	mua
574	good
576	mua
578	mua
579	good
586	good
588	mua
590	good
594	good
596	mua
610	mua
611	good
614	good
616	mua
628	mua
629	mua
631	good
633	mua
635	mua
636	good
637	mua
639	noise
640	mua
642	noise
644	good
647	mua
651	noise
652	mua
659	good
660	mua
661	good
662	mua
663	noise
668	noise
670	mua
671	mua
673	good
674	mua
678	good
681	mua
683	mua
690	mua
691	mua
696	good
697	mua
710	mua
719	mua
725	noise
726	mua
727	noise
729	good
730	mua
731	good
739	mua
744	noise
745	mua
747	noise
748	good
751	noise
754	good
756	mua
769	mua
770	good
772	mua
773	mua
777	mua
778	good
779	mua
780	mua
784	good
785	mua
