cluster_id	group
12	noise
14	good
16	good
24	mua
33	mua
53	mua
56	mua
58	noise
59	noise
66	good
103	mua
106	good
108	noise
125	mua
129	good
157	mua
168	mua
182	noise
192	good
215	good
217	mua
234	mua
286	noise
290	noise
297	mua
309	mua
326	noise
342	noise
353	noise
361	mua
382	good
386	mua
387	noise
388	good
389	mua
398	mua
400	noise
412	mua
444	mua
445	good
446	noise
447	mua
465	good
466	mua
467	noise
468	good
470	good
472	good
473	mua
476	mua
477	noise
482	mua
488	mua
489	good
501	noise
510	good
514	good
517	mua
520	mua
522	good
524	good
525	mua
531	mua
532	mua
537	mua
538	mua
539	noise
541	mua
543	mua
544	noise
547	good
560	good
563	mua
565	good
569	noise
573	mua
575	good
578	good
580	mua
588	good
589	mua
592	mua
604	mua
605	noise
608	mua
612	good
616	mua
617	mua
621	good
623	mua
626	mua
634	mua
635	good
636	mua
653	good
655	mua
662	mua
663	good
682	mua
683	good
684	good
685	noise
687	mua
688	good
690	mua
694	good
695	mua
698	mua
702	good
703	good
712	good
714	mua
717	good
718	good
719	mua
720	mua
728	mua
735	good
738	mua
747	good
755	mua
762	mua
766	mua
767	mua
775	good
777	mua
784	mua
785	mua
787	mua
788	good
797	mua
800	good
802	mua
803	good
815	good
817	mua
818	noise
819	good
827	good
829	mua
832	mua
840	mua
845	good
847	mua
