cluster_id	group
4	good
8	good
10	good
11	mua
13	good
14	good
18	noise
23	mua
24	good
27	noise
33	good
34	mua
39	good
42	mua
57	good
67	good
86	mua
89	noise
90	good
101	good
105	good
108	mua
117	good
121	mua
130	good
134	noise
149	mua
151	noise
152	noise
158	good
162	good
167	good
179	noise
186	good
202	good
208	good
209	good
216	good
230	good
232	mua
250	good
255	noise
260	good
263	good
266	noise
269	mua
285	good
295	good
300	mua
305	noise
309	mua
312	noise
320	good
325	good
327	good
335	noise
344	noise
360	noise
365	mua
374	good
376	mua
380	mua
383	good
385	mua
387	mua
388	mua
390	mua
391	good
393	mua
395	mua
398	good
400	good
401	mua
412	good
413	noise
414	mua
422	noise
423	good
424	noise
426	mua
427	mua
431	good
432	mua
434	mua
438	mua
440	good
441	good
442	mua
443	noise
444	noise
448	good
449	mua
452	mua
453	noise
454	noise
458	good
460	mua
461	noise
466	mua
470	noise
477	mua
481	mua
482	good
483	good
484	mua
487	good
488	mua
490	good
492	mua
501	mua
502	good
506	good
507	mua
513	noise
514	good
521	good
523	mua
524	good
526	good
527	good
528	mua
530	mua
531	mua
535	mua
536	good
550	mua
551	mua
552	mua
557	mua
559	good
560	noise
563	good
566	mua
567	good
571	mua
575	good
576	mua
577	mua
582	mua
589	mua
590	good
591	noise
592	mua
593	noise
594	noise
595	noise
596	noise
597	mua
599	mua
600	mua
601	mua
602	good
605	good
607	mua
608	good
609	mua
614	mua
616	good
617	good
619	mua
628	good
629	mua
630	mua
633	good
634	good
636	noise
