cluster_id	group
3	good
6	good
8	good
12	mua
18	noise
24	good
26	good
27	good
29	good
33	good
37	good
45	good
46	good
52	mua
55	good
62	mua
75	good
95	good
101	good
127	noise
128	noise
129	good
143	mua
145	mua
156	mua
159	mua
169	good
172	mua
180	noise
186	mua
193	mua
224	mua
235	good
257	noise
261	good
291	mua
292	mua
302	mua
306	noise
315	mua
328	noise
342	mua
359	noise
361	mua
377	noise
384	good
388	mua
396	good
398	mua
399	good
403	mua
405	mua
406	good
410	mua
412	good
413	good
416	good
418	mua
445	good
450	good
456	good
459	noise
462	mua
463	noise
464	noise
466	good
467	good
470	good
471	good
473	good
475	good
477	good
478	good
480	mua
482	mua
483	good
484	noise
486	mua
487	mua
499	good
501	mua
502	good
504	mua
505	mua
506	good
507	mua
510	mua
513	good
514	mua
515	good
516	mua
517	mua
520	noise
521	mua
522	mua
529	mua
534	good
541	mua
553	noise
554	mua
556	good
558	mua
562	mua
563	good
564	good
566	noise
582	good
583	good
586	mua
588	mua
592	good
597	good
602	mua
603	noise
611	mua
613	mua
614	good
627	good
632	mua
635	good
640	mua
641	good
644	mua
648	mua
649	good
664	mua
665	good
667	mua
668	mua
669	noise
672	good
674	mua
679	good
680	noise
684	mua
686	good
687	mua
692	good
694	good
701	good
704	good
706	mua
707	mua
712	mua
713	mua
715	good
717	good
720	mua
721	good
722	good
724	mua
725	noise
726	noise
728	noise
732	mua
733	good
734	good
735	good
744	good
745	mua
748	good
749	good
751	good
752	mua
