cluster_id	group
8	mua
10	good
16	good
28	good
35	good
46	mua
60	good
74	good
79	noise
80	noise
81	good
84	good
86	good
90	mua
100	good
110	good
156	noise
169	noise
175	noise
191	good
203	noise
215	mua
240	mua
244	mua
261	mua
297	noise
301	noise
304	noise
306	mua
324	noise
329	mua
363	noise
379	noise
384	noise
386	good
389	good
390	good
391	mua
404	good
405	mua
408	good
409	mua
410	mua
411	good
412	good
413	mua
431	noise
432	mua
433	good
438	good
439	noise
440	good
441	good
446	mua
449	good
450	mua
452	noise
456	mua
459	mua
460	good
461	good
463	noise
465	mua
470	mua
478	mua
479	good
490	good
496	mua
504	good
505	mua
506	good
512	noise
513	mua
514	mua
518	good
520	good
522	mua
523	good
525	noise
526	mua
531	good
535	good
536	mua
537	mua
548	good
549	mua
552	good
555	mua
556	good
557	mua
559	good
560	mua
561	mua
562	good
563	noise
565	mua
566	good
569	good
570	good
574	mua
583	good
585	good
587	noise
588	mua
589	mua
590	mua
593	good
594	mua
602	noise
606	mua
608	good
609	good
612	mua
613	good
619	mua
623	good
624	good
625	good
626	noise
627	mua
631	good
636	noise
638	mua
643	noise
649	mua
650	noise
652	mua
656	good
658	good
659	good
667	mua
671	mua
674	good
676	mua
677	good
678	good
681	mua
682	mua
683	noise
689	mua
690	good
691	mua
692	good
697	mua
698	good
699	mua
701	good
702	good
705	good
706	good
709	mua
710	mua
