cluster_id	group
4	good
8	mua
25	noise
41	noise
51	mua
55	good
57	noise
59	noise
64	mua
68	mua
81	mua
86	noise
104	noise
110	noise
167	noise
173	mua
175	noise
219	mua
240	mua
260	noise
277	mua
279	mua
281	mua
310	mua
376	mua
384	good
385	mua
392	mua
409	mua
415	good
417	mua
423	mua
431	mua
432	mua
470	noise
503	good
504	mua
509	good
512	mua
519	mua
531	good
534	mua
541	good
542	mua
543	noise
549	mua
555	mua
556	mua
572	good
575	mua
586	good
591	mua
592	mua
605	good
607	mua
609	mua
613	mua
614	noise
617	mua
621	good
623	mua
625	good
629	mua
630	good
634	mua
641	good
642	mua
643	noise
651	good
653	mua
657	good
660	mua
671	mua
686	noise
697	good
701	mua
708	mua
710	mua
711	good
715	mua
718	good
738	mua
740	good
750	mua
753	good
754	mua
784	good
787	mua
803	good
805	mua
816	good
819	good
821	mua
840	good
842	mua
843	mua
845	mua
855	mua
861	mua
862	mua
864	mua
865	good
874	good
876	mua
896	mua
897	noise
898	mua
900	good
902	mua
906	mua
915	mua
918	mua
932	good
937	mua
944	good
947	mua
948	good
949	mua
950	mua
956	noise
958	good
959	mua
965	good
968	good
971	mua
973	good
974	mua
975	mua
976	noise
978	good
980	mua
984	mua
989	good
994	good
996	mua
